instant	dteday	season	yr	mnth	holiday	weekday	workingday	weathersit	temp	atemp	hum	windspeed	casual	registered	cnt
325	21/11/2011	4	0	11	0	1	1	3	4475	445062	91	138054	220	2545	2765
326	22/11/2011	4	0	11	0	2	1	3	416667	421696	9625	118792	69	1538	1607
327	23/11/2011	4	0	11	0	3	1	2	440833	430537	757917	335825	112	2454	2566
328	24/11/2011	4	0	11	1	4	0	1	373333	372471	549167	167304	560	935	1495
329	25/11/2011	4	0	11	0	5	1	1	375	380671	64375	988958	1095	1697	2792
330	26/11/2011	4	0	11	0	6	0	1	375833	385087	681667	684208	1249	1819	3068
331	27/11/2011	4	0	11	0	0	0	1	459167	4558	698333	208954	810	2261	3071
332	28/11/2011	4	0	11	0	1	1	1	503478	490122	743043	142122	253	3614	3867
333	29/11/2011	4	0	11	0	2	1	2	458333	451375	830833	258092	96	2818	2914
334	30/11/2011	4	0	11	0	3	1	1	325	311221	613333	271158	188	3425	3613
335	01/12/2011	4	0	12	0	4	1	1	3125	305554	524583	220158	182	3545	3727
336	02/12/2011	4	0	12	0	5	1	1	314167	331433	625833	100754	268	3672	3940
337	03/12/2011	4	0	12	0	6	0	1	299167	310604	612917	957833	706	2908	3614
338	04/12/2011	4	0	12	0	0	0	1	330833	3491	775833	839583	634	2851	3485
339	05/12/2011	4	0	12	0	1	1	2	385833	393925	827083	622083	233	3578	3811
340	06/12/2011	4	0	12	0	2	1	3	4625	4564	949583	232583	126	2468	2594
341	07/12/2011	4	0	12	0	3	1	3	41	400246	970417	266175	50	655	705
342	08/12/2011	4	0	12	0	4	1	1	265833	256938	58	240058	150	3172	3322
343	09/12/2011	4	0	12	0	5	1	1	290833	317542	695833	827167	261	3359	3620
344	10/12/2011	4	0	12	0	6	0	1	275	266412	5075	233221	502	2688	3190
345	11/12/2011	4	0	12	0	0	0	1	220833	253154	49	665417	377	2366	2743
346	12/12/2011	4	0	12	0	1	1	1	238333	270196	670833	6345	143	3167	3310
347	13/12/2011	4	0	12	0	2	1	1	2825	301138	59	14055	155	3368	3523
348	14/12/2011	4	0	12	0	3	1	2	3175	338362	66375	609583	178	3562	3740
349	15/12/2011	4	0	12	0	4	1	2	4225	412237	634167	268042	181	3528	3709
350	16/12/2011	4	0	12	0	5	1	2	375	359825	500417	260575	178	3399	3577
351	17/12/2011	4	0	12	0	6	0	2	258333	249371	560833	243167	275	2464	2739
352	18/12/2011	4	0	12	0	0	0	1	238333	245579	58625	169779	220	2211	2431
353	19/12/2011	4	0	12	0	1	1	1	276667	280933	6375	172896	260	3143	3403
354	20/12/2011	4	0	12	0	2	1	2	385833	396454	595417	615708	216	3534	3750
355	21/12/2011	1	0	12	0	3	1	2	428333	428017	858333	2214	107	2553	2660
356	22/12/2011	1	0	12	0	4	1	2	423333	426121	7575	47275	227	2841	3068
357	23/12/2011	1	0	12	0	5	1	1	373333	377513	68625	274246	163	2046	2209
358	24/12/2011	1	0	12	0	6	0	1	3025	299242	5425	190304	155	856	1011
359	25/12/2011	1	0	12	0	0	0	1	274783	279961	681304	155091	303	451	754
360	26/12/2011	1	0	12	1	1	0	1	321739	315535	506957	239465	430	887	1317
361	27/12/2011	1	0	12	0	2	1	2	325	327633	7625	18845	103	1059	1162
362	28/12/2011	1	0	12	0	3	1	1	29913	279974	503913	293961	255	2047	2302
363	29/12/2011	1	0	12	0	4	1	1	248333	263892	574167	119412	254	2169	2423
364	30/12/2011	1	0	12	0	5	1	1	311667	318812	636667	134337	491	2508	2999
365	31/12/2011	1	0	12	0	6	0	1	41	414121	615833	220154	665	1820	2485
366	01/01/2012	1	1	1	0	0	0	1	37	375621	6925	192167	686	1608	2294
367	02/01/2012	1	1	1	1	1	0	1	273043	252304	381304	329665	244	1707	1951
368	03/01/2012	1	1	1	0	2	1	1	15	126275	44125	365671	89	2147	2236
369	04/01/2012	1	1	1	0	3	1	2	1075	119337	414583	1847	95	2273	2368
370	05/01/2012	1	1	1	0	4	1	1	265833	278412	524167	129987	140	3132	3272
371	06/01/2012	1	1	1	0	5	1	1	334167	340267	542083	167908	307	3791	4098
372	07/01/2012	1	1	1	0	6	0	1	393333	390779	531667	174758	1070	3451	4521
373	08/01/2012	1	1	1	0	0	0	1	3375	340258	465	191542	599	2826	3425
374	09/01/2012	1	1	1	0	1	1	2	224167	247479	701667	989	106	2270	2376
375	10/01/2012	1	1	1	0	2	1	1	308696	318826	646522	187552	173	3425	3598
376	11/01/2012	1	1	1	0	3	1	2	274167	282821	8475	131221	92	2085	2177
377	12/01/2012	1	1	1	0	4	1	2	3825	381938	802917	180967	269	3828	4097
378	13/01/2012	1	1	1	0	5	1	1	274167	249362	5075	378108	174	3040	3214
379	14/01/2012	1	1	1	0	6	0	1	18	183087	4575	187183	333	2160	2493
380	15/01/2012	1	1	1	0	0	0	1	166667	161625	419167	251258	284	2027	2311
381	16/01/2012	1	1	1	1	1	0	1	19	190663	5225	231358	217	2081	2298
382	17/01/2012	1	1	1	0	2	1	2	373043	364278	716087	34913	127	2808	2935
383	18/01/2012	1	1	1	0	3	1	1	303333	275254	443333	415429	109	3267	3376
384	19/01/2012	1	1	1	0	4	1	1	19	190038	4975	220158	130	3162	3292
385	20/01/2012	1	1	1	0	5	1	2	2175	220958	45	20275	115	3048	3163
386	21/01/2012	1	1	1	0	6	0	2	173333	174875	83125	222642	67	1234	1301
387	22/01/2012	1	1	1	0	0	0	2	1625	16225	79625	199638	196	1781	1977
388	23/01/2012	1	1	1	0	1	1	2	218333	243058	91125	110708	145	2287	2432
389	24/01/2012	1	1	1	0	2	1	1	3425	349108	835833	123767	439	3900	4339
390	25/01/2012	1	1	1	0	3	1	1	294167	294821	64375	161071	467	3803	4270
391	26/01/2012	1	1	1	0	4	1	2	341667	35605	769583	733958	244	3831	4075
392	27/01/2012	1	1	1	0	5	1	2	425	415383	74125	342667	269	3187	3456
393	28/01/2012	1	1	1	0	6	0	1	315833	326379	543333	210829	775	3248	4023
394	29/01/2012	1	1	1	0	0	0	1	2825	272721	31125	24005	558	2685	3243
395	30/01/2012	1	1	1	0	1	1	1	269167	262625	400833	215792	126	3498	3624
396	31/01/2012	1	1	1	0	2	1	1	39	381317	416667	261817	324	4185	4509
397	01/02/2012	1	1	2	0	3	1	1	469167	466538	507917	189067	304	4275	4579
398	02/02/2012	1	1	2	0	4	1	2	399167	398971	672917	187187	190	3571	3761
399	03/02/2012	1	1	2	0	5	1	1	313333	309346	526667	178496	310	3841	4151
400	04/02/2012	1	1	2	0	6	0	2	264167	272725	779583	121896	384	2448	2832
401	05/02/2012	1	1	2	0	0	0	2	265833	264521	687917	175996	318	2629	2947
402	06/02/2012	1	1	2	0	1	1	1	282609	296426	622174	1538	206	3578	3784
403	07/02/2012	1	1	2	0	2	1	1	354167	361104	49625	147379	199	4176	4375
404	08/02/2012	1	1	2	0	3	1	2	256667	266421	722917	133721	109	2693	2802
405	09/02/2012	1	1	2	0	4	1	1	265	261988	562083	194037	163	3667	3830
406	10/02/2012	1	1	2	0	5	1	2	280833	293558	54	116929	227	3604	3831
407	11/02/2012	1	1	2	0	6	0	3	224167	210867	73125	289796	192	1977	2169
408	12/02/2012	1	1	2	0	0	0	1	1275	101658	464583	409212	73	1456	1529
409	13/02/2012	1	1	2	0	1	1	1	2225	227913	41125	167283	94	3328	3422
410	14/02/2012	1	1	2	0	2	1	2	319167	333946	50875	141179	135	3787	3922
411	15/02/2012	1	1	2	0	3	1	1	348333	351629	53125	1816	141	4028	4169
412	16/02/2012	1	1	2	0	4	1	2	316667	330162	752917	91425	74	2931	3005
413	17/02/2012	1	1	2	0	5	1	1	343333	351629	634583	205846	349	3805	4154
414	18/02/2012	1	1	2	0	6	0	1	346667	355425	534583	190929	1435	2883	4318
415	19/02/2012	1	1	2	0	0	0	2	28	265788	515833	253112	618	2071	2689
416	20/02/2012	1	1	2	1	1	0	1	28	273391	507826	229083	502	2627	3129
417	21/02/2012	1	1	2	0	2	1	1	287826	295113	594348	205717	163	3614	3777
418	22/02/2012	1	1	2	0	3	1	1	395833	392667	567917	234471	394	4379	4773
419	23/02/2012	1	1	2	0	4	1	1	454167	444446	554583	190913	516	4546	5062
420	24/02/2012	1	1	2	0	5	1	2	4075	410971	7375	237567	246	3241	3487
421	25/02/2012	1	1	2	0	6	0	1	290833	255675	395833	421642	317	2415	2732
422	26/02/2012	1	1	2	0	0	0	1	279167	268308	41	205229	515	2874	3389
423	27/02/2012	1	1	2	0	1	1	1	366667	357954	490833	268033	253	4069	4322
424	28/02/2012	1	1	2	0	2	1	1	359167	353525	395833	193417	229	4134	4363
425	29/02/2012	1	1	2	0	3	1	2	344348	34847	804783	179117	65	1769	1834
426	01/03/2012	1	1	3	0	4	1	1	485833	475371	615417	226987	325	4665	4990
427	02/03/2012	1	1	3	0	5	1	2	353333	359842	657083	144904	246	2948	3194
428	03/03/2012	1	1	3	0	6	0	2	414167	413492	62125	161079	956	3110	4066
429	04/03/2012	1	1	3	0	0	0	1	325833	303021	403333	334571	710	2713	3423
430	05/03/2012	1	1	3	0	1	1	1	243333	241171	50625	228858	203	3130	3333
431	06/03/2012	1	1	3	0	2	1	1	258333	255042	456667	200875	221	3735	3956
432	07/03/2012	1	1	3	0	3	1	1	404167	3851	513333	345779	432	4484	4916
433	08/03/2012	1	1	3	0	4	1	1	5275	524604	5675	441563	486	4896	5382
434	09/03/2012	1	1	3	0	5	1	2	410833	397083	407083	4148	447	4122	4569
435	10/03/2012	1	1	3	0	6	0	1	2875	277767	350417	22575	968	3150	4118
436	11/03/2012	1	1	3	0	0	0	1	361739	35967	476957	222587	1658	3253	4911
437	12/03/2012	1	1	3	0	1	1	1	466667	459592	489167	207713	838	4460	5298
438	13/03/2012	1	1	3	0	2	1	1	565	542929	6175	23695	762	5085	5847
439	14/03/2012	1	1	3	0	3	1	1	5725	548617	507083	115062	997	5315	6312
440	15/03/2012	1	1	3	0	4	1	1	5575	532825	579583	149883	1005	5187	6192
441	16/03/2012	1	1	3	0	5	1	2	435833	436229	842083	113192	548	3830	4378
442	17/03/2012	1	1	3	0	6	0	2	514167	505046	755833	110704	3155	4681	7836
443	18/03/2012	1	1	3	0	0	0	2	4725	464	81	126883	2207	3685	5892
444	19/03/2012	1	1	3	0	1	1	1	545	532821	72875	162317	982	5171	6153
445	20/03/2012	1	1	3	0	2	1	1	560833	538533	807917	121271	1051	5042	6093
446	21/03/2012	2	1	3	0	3	1	2	531667	513258	82125	895583	1122	5108	6230
447	22/03/2012	2	1	3	0	4	1	1	554167	531567	83125	117562	1334	5537	6871
448	23/03/2012	2	1	3	0	5	1	2	601667	570067	694167	1163	2469	5893	8362
449	24/03/2012	2	1	3	0	6	0	2	5025	486733	885417	192783	1033	2339	3372
450	25/03/2012	2	1	3	0	0	0	2	4375	437488	880833	220775	1532	3464	4996
451	26/03/2012	2	1	3	0	1	1	1	445833	43875	477917	386821	795	4763	5558
452	27/03/2012	2	1	3	0	2	1	1	323333	315654	29	187192	531	4571	5102
453	28/03/2012	2	1	3	0	3	1	1	484167	47095	48125	291671	674	5024	5698
454	29/03/2012	2	1	3	0	4	1	1	494167	482304	439167	31965	834	5299	6133
455	30/03/2012	2	1	3	0	5	1	2	37	375621	580833	138067	796	4663	5459
456	31/03/2012	2	1	3	0	6	0	2	424167	421708	738333	250617	2301	3934	6235
457	01/04/2012	2	1	4	0	0	0	2	425833	417287	67625	172267	2347	3694	6041
458	02/04/2012	2	1	4	0	1	1	1	433913	427513	504348	312139	1208	4728	5936
459	03/04/2012	2	1	4	0	2	1	1	466667	461483	396667	100133	1348	5424	6772
460	04/04/2012	2	1	4	0	3	1	1	541667	53345	469583	180975	1058	5378	6436
461	05/04/2012	2	1	4	0	4	1	1	435	431163	374167	219529	1192	5265	6457
462	06/04/2012	2	1	4	0	5	1	1	403333	390767	377083	300388	1807	4653	6460
463	07/04/2012	2	1	4	0	6	0	1	4375	426129	254167	274871	3252	3605	6857
464	08/04/2012	2	1	4	0	0	0	1	5	492425	275833	232596	2230	2939	5169
465	09/04/2012	2	1	4	0	1	1	1	489167	476638	3175	358196	905	4680	5585
466	10/04/2012	2	1	4	0	2	1	1	446667	436233	435	249375	819	5099	5918
467	11/04/2012	2	1	4	0	3	1	1	348696	337274	469565	295274	482	4380	4862
468	12/04/2012	2	1	4	0	4	1	1	3975	387604	46625	290429	663	4746	5409
469	13/04/2012	2	1	4	0	5	1	1	4425	431808	408333	155471	1252	5146	6398
470	14/04/2012	2	1	4	0	6	0	1	495	487996	502917	190917	2795	4665	7460
471	15/04/2012	2	1	4	0	0	0	1	606667	573875	507917	225129	2846	4286	7132
472	16/04/2012	2	1	4	1	1	0	1	664167	614925	561667	284829	1198	5172	6370
473	17/04/2012	2	1	4	0	2	1	1	608333	598487	390417	273629	989	5702	6691
474	18/04/2012	2	1	4	0	3	1	2	463333	457038	569167	167912	347	4020	4367
475	19/04/2012	2	1	4	0	4	1	1	498333	493046	6125	659292	846	5719	6565
476	20/04/2012	2	1	4	0	5	1	1	526667	515775	694583	149871	1340	5950	7290
477	21/04/2012	2	1	4	0	6	0	1	57	542921	682917	283587	2541	4083	6624
478	22/04/2012	2	1	4	0	0	0	3	396667	389504	835417	344546	120	907	1027
479	23/04/2012	2	1	4	0	1	1	2	321667	301125	766667	303496	195	3019	3214
480	24/04/2012	2	1	4	0	2	1	1	413333	405283	454167	249383	518	5115	5633
481	25/04/2012	2	1	4	0	3	1	1	476667	470317	427917	118792	655	5541	6196
482	26/04/2012	2	1	4	0	4	1	2	498333	483583	756667	176625	475	4551	5026
483	27/04/2012	2	1	4	0	5	1	1	4575	452637	400833	347633	1014	5219	6233
484	28/04/2012	2	1	4	0	6	0	2	376667	377504	489583	129975	1120	3100	4220
485	29/04/2012	2	1	4	0	0	0	1	458333	450121	587083	116908	2229	4075	6304
486	30/04/2012	2	1	4	0	1	1	2	464167	457696	57	171638	665	4907	5572
487	01/05/2012	2	1	5	0	2	1	2	613333	577021	659583	156096	653	5087	5740
488	02/05/2012	2	1	5	0	3	1	1	564167	537896	797083	138058	667	5502	6169
489	03/05/2012	2	1	5	0	4	1	2	56	537242	768333	133696	764	5657	6421
490	04/05/2012	2	1	5	0	5	1	1	6275	590917	735417	162938	1069	5227	6296
491	05/05/2012	2	1	5	0	6	0	2	621667	584608	756667	152992	2496	4387	6883
492	06/05/2012	2	1	5	0	0	0	2	5625	546737	74	149879	2135	4224	6359
493	07/05/2012	2	1	5	0	1	1	2	5375	527142	664167	230721	1008	5265	6273
494	08/05/2012	2	1	5	0	2	1	2	581667	557471	685833	296029	738	4990	5728
495	09/05/2012	2	1	5	0	3	1	2	575	553025	744167	216412	620	4097	4717
496	10/05/2012	2	1	5	0	4	1	1	505833	491783	552083	314063	1026	5546	6572
497	11/05/2012	2	1	5	0	5	1	1	533333	520833	360417	236937	1319	5711	7030
498	12/05/2012	2	1	5	0	6	0	1	564167	544817	480417	123133	2622	4807	7429
499	13/05/2012	2	1	5	0	0	0	1	6125	585238	57625	225117	2172	3946	6118
500	14/05/2012	2	1	5	0	1	1	2	573333	5499	789583	212692	342	2501	2843
501	15/05/2012	2	1	5	0	2	1	2	611667	576404	794583	147392	625	4490	5115
502	16/05/2012	2	1	5	0	3	1	1	636667	595975	697917	122512	991	6433	7424
503	17/05/2012	2	1	5	0	4	1	1	593333	572613	52	229475	1242	6142	7384
504	18/05/2012	2	1	5	0	5	1	1	564167	551121	523333	136817	1521	6118	7639
505	19/05/2012	2	1	5	0	6	0	1	6	566908	45625	83975	3410	4884	8294
506	20/05/2012	2	1	5	0	0	0	1	620833	583967	530417	254367	2704	4425	7129
507	21/05/2012	2	1	5	0	1	1	2	598333	565667	81125	233204	630	3729	4359
508	22/05/2012	2	1	5	0	2	1	2	615	580825	765833	118167	819	5254	6073
509	23/05/2012	2	1	5	0	3	1	2	621667	584612	774583	102	766	4494	5260
510	24/05/2012	2	1	5	0	4	1	1	655	6067	716667	172896	1059	5711	6770
511	25/05/2012	2	1	5	0	5	1	1	68	627529	747083	14055	1417	5317	6734
512	26/05/2012	2	1	5	0	6	0	1	6925	642696	7325	198992	2855	3681	6536
513	27/05/2012	2	1	5	0	0	0	1	69	641425	697083	215171	3283	3308	6591
514	28/05/2012	2	1	5	1	1	0	1	7125	6793	67625	196521	2557	3486	6043
515	29/05/2012	2	1	5	0	2	1	1	7225	672992	684583	2954	880	4863	5743
516	30/05/2012	2	1	5	0	3	1	2	656667	611129	67	134329	745	6110	6855
517	31/05/2012	2	1	5	0	4	1	1	68	631329	492917	195279	1100	6238	7338
518	01/06/2012	2	1	6	0	5	1	2	654167	607962	755417	237563	533	3594	4127
519	02/06/2012	2	1	6	0	6	0	1	583333	566288	549167	186562	2795	5325	8120
520	03/06/2012	2	1	6	0	0	0	1	6025	575133	493333	184087	2494	5147	7641
521	04/06/2012	2	1	6	0	1	1	1	5975	578283	487083	284833	1071	5927	6998
522	05/06/2012	2	1	6	0	2	1	2	540833	525892	613333	209575	968	6033	7001
523	06/06/2012	2	1	6	0	3	1	1	554167	542292	61125	77125	1027	6028	7055
524	07/06/2012	2	1	6	0	4	1	1	6025	569442	567083	15735	1038	6456	7494
525	08/06/2012	2	1	6	0	5	1	1	649167	597862	467917	175383	1488	6248	7736
526	09/06/2012	2	1	6	0	6	0	1	710833	648367	437083	144287	2708	4790	7498
527	10/06/2012	2	1	6	0	0	0	1	726667	663517	538333	133721	2224	4374	6598
528	11/06/2012	2	1	6	0	1	1	2	720833	659721	587917	207713	1017	5647	6664
529	12/06/2012	2	1	6	0	2	1	2	653333	597875	833333	214546	477	4495	4972
530	13/06/2012	2	1	6	0	3	1	1	655833	611117	582083	343279	1173	6248	7421
531	14/06/2012	2	1	6	0	4	1	1	648333	624383	569583	253733	1180	6183	7363
532	15/06/2012	2	1	6	0	5	1	1	639167	599754	589583	176617	1563	6102	7665
533	16/06/2012	2	1	6	0	6	0	1	631667	594708	504167	166667	2963	4739	7702
534	17/06/2012	2	1	6	0	0	0	1	5925	571975	59875	144904	2634	4344	6978
535	18/06/2012	2	1	6	0	1	1	2	568333	544842	777917	174746	653	4446	5099
536	19/06/2012	2	1	6	0	2	1	1	688333	654692	69	148017	968	5857	6825
537	20/06/2012	2	1	6	0	3	1	1	7825	720975	592083	113812	872	5339	6211
538	21/06/2012	3	1	6	0	4	1	1	805833	752542	567917	118787	778	5127	5905
539	22/06/2012	3	1	6	0	5	1	1	7775	724121	57375	182842	964	4859	5823
540	23/06/2012	3	1	6	0	6	0	1	731667	652792	534583	179721	2657	4801	7458
541	24/06/2012	3	1	6	0	0	0	1	743333	674254	479167	145525	2551	4340	6891
542	25/06/2012	3	1	6	0	1	1	1	715833	654042	504167	300383	1139	5640	6779
543	26/06/2012	3	1	6	0	2	1	1	630833	594704	373333	347642	1077	6365	7442
544	27/06/2012	3	1	6	0	3	1	1	6975	640792	36	271775	1077	6258	7335
545	28/06/2012	3	1	6	0	4	1	1	749167	675512	4225	17165	921	5958	6879
546	29/06/2012	3	1	6	0	5	1	1	834167	786613	48875	165417	829	4634	5463
547	30/06/2012	3	1	6	0	6	0	1	765	687508	60125	161071	1455	4232	5687
548	01/07/2012	3	1	7	0	0	0	1	815833	750629	51875	168529	1421	4110	5531
549	02/07/2012	3	1	7	0	1	1	1	781667	702038	447083	195267	904	5323	6227
550	03/07/2012	3	1	7	0	2	1	1	780833	70265	492083	126237	1052	5608	6660
551	04/07/2012	3	1	7	1	3	0	1	789167	732337	53875	13495	2562	4841	7403
552	05/07/2012	3	1	7	0	4	1	1	8275	761367	457917	194029	1405	4836	6241
553	06/07/2012	3	1	7	0	5	1	1	828333	752533	450833	146142	1366	4841	6207
554	07/07/2012	3	1	7	0	6	0	1	861667	804913	492083	163554	1448	3392	4840
555	08/07/2012	3	1	7	0	0	0	1	8225	790396	57375	125629	1203	3469	4672
556	09/07/2012	3	1	7	0	1	1	2	710833	654054	683333	180975	998	5571	6569
557	10/07/2012	3	1	7	0	2	1	2	720833	664796	6675	151737	954	5336	6290
558	11/07/2012	3	1	7	0	3	1	1	716667	650271	633333	151733	975	6289	7264
559	12/07/2012	3	1	7	0	4	1	1	715833	654683	529583	146775	1032	6414	7446
560	13/07/2012	3	1	7	0	5	1	2	731667	667933	485833	8085	1511	5988	7499
561	14/07/2012	3	1	7	0	6	0	2	703333	666042	699167	143679	2355	4614	6969
562	15/07/2012	3	1	7	0	0	0	1	745833	705196	717917	166667	1920	4111	6031
563	16/07/2012	3	1	7	0	1	1	1	763333	724125	645	164187	1088	5742	6830
564	17/07/2012	3	1	7	0	2	1	1	818333	755683	505833	114429	921	5865	6786
565	18/07/2012	3	1	7	0	3	1	1	793333	745583	577083	137442	799	4914	5713
566	19/07/2012	3	1	7	0	4	1	1	77	714642	600417	165429	888	5703	6591
567	20/07/2012	3	1	7	0	5	1	2	665833	613025	844167	208967	747	5123	5870
568	21/07/2012	3	1	7	0	6	0	3	595833	549912	865417	2133	1264	3195	4459
569	22/07/2012	3	1	7	0	0	0	2	6675	623125	7625	939208	2544	4866	7410
570	23/07/2012	3	1	7	0	1	1	1	741667	690017	694167	138683	1135	5831	6966
571	24/07/2012	3	1	7	0	2	1	1	750833	70645	655	211454	1140	6452	7592
572	25/07/2012	3	1	7	0	3	1	1	724167	654054	45	1648	1383	6790	8173
573	26/07/2012	3	1	7	0	4	1	1	776667	739263	596667	284813	1036	5825	6861
574	27/07/2012	3	1	7	0	5	1	1	781667	734217	594583	152992	1259	5645	6904
575	28/07/2012	3	1	7	0	6	0	1	755833	697604	613333	15735	2234	4451	6685
576	29/07/2012	3	1	7	0	0	0	1	721667	667933	62375	170396	2153	4444	6597
577	30/07/2012	3	1	7	0	1	1	1	730833	684987	66875	153617	1040	6065	7105
578	31/07/2012	3	1	7	0	2	1	1	713333	662896	704167	165425	968	6248	7216
579	01/08/2012	3	1	8	0	3	1	1	7175	667308	6775	141179	1074	6506	7580
580	02/08/2012	3	1	8	0	4	1	1	7525	707088	659583	129354	983	6278	7261
581	03/08/2012	3	1	8	0	5	1	2	765833	722867	6425	215792	1328	5847	7175
582	04/08/2012	3	1	8	0	6	0	1	793333	751267	613333	257458	2345	4479	6824
583	05/08/2012	3	1	8	0	0	0	1	769167	731079	6525	290421	1707	3757	5464
584	06/08/2012	3	1	8	0	1	1	2	7525	710246	654167	129354	1233	5780	7013
585	07/08/2012	3	1	8	0	2	1	2	735833	697621	70375	116908	1278	5995	7273
586	08/08/2012	3	1	8	0	3	1	2	75	707717	672917	1107	1263	6271	7534
587	09/08/2012	3	1	8	0	4	1	1	755833	699508	620417	1561	1196	6090	7286
588	10/08/2012	3	1	8	0	5	1	2	715833	667942	715833	238813	1065	4721	5786
589	11/08/2012	3	1	8	0	6	0	2	6925	638267	732917	206479	2247	4052	6299
590	12/08/2012	3	1	8	0	0	0	1	700833	644579	530417	122512	2182	4362	6544
591	13/08/2012	3	1	8	0	1	1	1	720833	662254	545417	136212	1207	5676	6883
592	14/08/2012	3	1	8	0	2	1	1	726667	676779	686667	169158	1128	5656	6784
593	15/08/2012	3	1	8	0	3	1	1	706667	654037	619583	169771	1198	6149	7347
594	16/08/2012	3	1	8	0	4	1	1	719167	654688	519167	141796	1338	6267	7605
595	17/08/2012	3	1	8	0	5	1	1	723333	2424	570833	231354	1483	5665	7148
596	18/08/2012	3	1	8	0	6	0	1	678333	618071	603333	177867	2827	5038	7865
597	19/08/2012	3	1	8	0	0	0	2	635833	603554	711667	8645	1208	3341	4549
598	20/08/2012	3	1	8	0	1	1	2	635833	595967	734167	129979	1026	5504	6530
599	21/08/2012	3	1	8	0	2	1	1	649167	601025	67375	727708	1081	5925	7006
600	22/08/2012	3	1	8	0	3	1	1	6675	621854	677083	702833	1094	6281	7375
601	23/08/2012	3	1	8	0	4	1	1	695833	637008	635833	845958	1363	6402	7765
602	24/08/2012	3	1	8	0	5	1	2	7025	6471	615	721458	1325	6257	7582
603	25/08/2012	3	1	8	0	6	0	2	661667	618696	712917	244408	1829	4224	6053
604	26/08/2012	3	1	8	0	0	0	2	653333	595996	845833	228858	1483	3772	5255
605	27/08/2012	3	1	8	0	1	1	1	703333	654688	730417	128733	989	5928	6917
606	28/08/2012	3	1	8	0	2	1	1	728333	66605	62	190925	935	6105	7040
607	29/08/2012	3	1	8	0	3	1	1	685	635733	552083	112562	1177	6520	7697
608	30/08/2012	3	1	8	0	4	1	1	706667	652779	590417	771167	1172	6541	7713
609	31/08/2012	3	1	8	0	5	1	1	764167	6894	5875	168533	1433	5917	7350
610	01/09/2012	3	1	9	0	6	0	2	753333	702654	638333	113187	2352	3788	6140
611	02/09/2012	3	1	9	0	0	0	2	696667	649	815	640708	2613	3197	5810
612	03/09/2012	3	1	9	1	1	0	1	7075	661629	790833	151121	1965	4069	6034
613	04/09/2012	3	1	9	0	2	1	1	725833	686888	755	236321	867	5997	6864
614	05/09/2012	3	1	9	0	3	1	1	736667	708983	74125	187808	832	6280	7112
615	06/09/2012	3	1	9	0	4	1	2	696667	655329	810417	142421	611	5592	6203
616	07/09/2012	3	1	9	0	5	1	1	703333	657204	73625	171646	1045	6459	7504
617	08/09/2012	3	1	9	0	6	0	2	659167	611121	799167	281104	1557	4419	5976
618	09/09/2012	3	1	9	0	0	0	1	61	578925	5475	224496	2570	5657	8227
619	10/09/2012	3	1	9	0	1	1	1	583333	565654	50375	258713	1118	6407	7525
620	11/09/2012	3	1	9	0	2	1	1	5775	554292	52	920542	1070	6697	7767
621	12/09/2012	3	1	9	0	3	1	1	599167	570075	577083	131846	1050	6820	7870
622	13/09/2012	3	1	9	0	4	1	1	6125	579558	637083	827208	1054	6750	7804
623	14/09/2012	3	1	9	0	5	1	1	633333	594083	6725	103863	1379	6630	8009
624	15/09/2012	3	1	9	0	6	0	1	608333	585867	501667	247521	3160	5554	8714
625	16/09/2012	3	1	9	0	0	0	1	58	563125	57	901833	2166	5167	7333
626	17/09/2012	3	1	9	0	1	1	2	580833	55305	734583	151742	1022	5847	6869
627	18/09/2012	3	1	9	0	2	1	2	623333	565067	8725	357587	371	3702	4073
628	19/09/2012	3	1	9	0	3	1	1	5525	540404	536667	215175	788	6803	7591
629	20/09/2012	3	1	9	0	4	1	1	546667	532192	618333	118167	939	6781	7720
630	21/09/2012	3	1	9	0	5	1	1	599167	571971	66875	154229	1250	6917	8167
631	22/09/2012	3	1	9	0	6	0	1	65	610488	646667	283583	2512	5883	8395
632	23/09/2012	4	1	9	0	0	0	1	529167	518933	467083	223258	2454	5453	7907
633	24/09/2012	4	1	9	0	1	1	1	514167	502513	492917	142404	1001	6435	7436
634	25/09/2012	4	1	9	0	2	1	1	55	544179	57	236321	845	6693	7538
635	26/09/2012	4	1	9	0	3	1	1	635	596613	630833	2444	787	6946	7733
636	27/09/2012	4	1	9	0	4	1	2	65	607975	690833	134342	751	6642	7393
637	28/09/2012	4	1	9	0	5	1	2	619167	585863	69	164179	1045	6370	7415
638	29/09/2012	4	1	9	0	6	0	1	5425	530296	542917	227604	2589	5966	8555
639	30/09/2012	4	1	9	0	0	0	1	526667	517663	583333	134958	2015	4874	6889
640	01/10/2012	4	1	10	0	1	1	2	520833	512	649167	908042	763	6015	6778
641	02/10/2012	4	1	10	0	2	1	3	590833	542333	871667	104475	315	4324	4639
642	03/10/2012	4	1	10	0	3	1	2	6575	599133	79375	665458	728	6844	7572
643	04/10/2012	4	1	10	0	4	1	2	6575	607975	722917	117546	891	6437	7328
644	05/10/2012	4	1	10	0	5	1	1	615	580187	6275	10635	1516	6640	8156
645	06/10/2012	4	1	10	0	6	0	1	554167	538521	664167	268025	3031	4934	7965
646	07/10/2012	4	1	10	0	0	0	2	415833	419813	708333	141162	781	2729	3510
